Parameters for cropping eye images
Name of the iris sample, iris x-coordinate, iris y-coordinate, iris radius
u177_s01_iris_ds2-lg-0r_01.bmp,324,372,107
u177_s01_iris_ds2-lg-0r_02.bmp,277,391,107
u177_s02_iris_ds2-lg-0r_01.bmp,277,395,107
u177_s02_iris_ds2-lg-0r_02.bmp,302,322,108
u178_s01_iris_ds2-lg-0l_01.bmp,248,250,115
u178_s01_iris_ds2-lg-0l_02.bmp,279,300,113
u178_s02_iris_ds2-lg-0l_01.bmp,272,280,115
u178_s02_iris_ds2-lg-0l_02.bmp,279,263,115
u178_s01_iris_ds2-lg-0r_01.bmp,275,314,113
u178_s01_iris_ds2-lg-0r_02.bmp,267,334,110
u178_s02_iris_ds2-lg-0r_01.bmp,245,302,112
u178_s02_iris_ds2-lg-0r_02.bmp,292,330,112
u179_s01_iris_ds2-lg-0l_01.bmp,257,392,113
u179_s01_iris_ds2-lg-0l_02.bmp,280,382,112
u179_s02_iris_ds2-lg-0l_01.bmp,216,428,115
u179_s02_iris_ds2-lg-0l_02.bmp,263,403,113
u179_s01_iris_ds2-lg-0r_01.bmp,295,378,107
u179_s01_iris_ds2-lg-0r_02.bmp,283,337,110
u179_s02_iris_ds2-lg-0r_01.bmp,190,387,110
u179_s02_iris_ds2-lg-0r_02.bmp,228,360,107
u180_s01_iris_ds2-lg-0l_01.bmp,265,330,108
u180_s01_iris_ds2-lg-0l_02.bmp,296,312,108
u180_s02_iris_ds2-lg-0l_01.bmp,270,305,110
u180_s02_iris_ds2-lg-0l_02.bmp,259,310,112
u180_s01_iris_ds2-lg-0r_01.bmp,257,321,107
u180_s01_iris_ds2-lg-0r_02.bmp,315,269,108
u180_s02_iris_ds2-lg-0r_01.bmp,242,347,108
u180_s02_iris_ds2-lg-0r_02.bmp,317,282,107
u181_s01_iris_ds2-lg-0l_01.bmp,259,337,115
u181_s01_iris_ds2-lg-0l_02.bmp,254,355,115
u181_s02_iris_ds2-lg-0l_01.bmp,220,305,115
u181_s02_iris_ds2-lg-0l_02.bmp,255,400,113
u181_s01_iris_ds2-lg-0r_01.bmp,301,318,112
u181_s01_iris_ds2-lg-0r_02.bmp,227,332,117
u181_s02_iris_ds2-lg-0r_01.bmp,270,345,110
u181_s02_iris_ds2-lg-0r_02.bmp,241,303,110
u182_s01_iris_ds2-lg-0l_01.bmp,288,330,115
u182_s01_iris_ds2-lg-0l_02.bmp,277,363,110
u182_s02_iris_ds2-lg-0l_01.bmp,278,373,108
u182_s02_iris_ds2-lg-0l_02.bmp,293,360,110
u182_s01_iris_ds2-lg-0r_01.bmp,255,329,107
u182_s01_iris_ds2-lg-0r_02.bmp,230,317,112
u182_s02_iris_ds2-lg-0r_01.bmp,283,332,112
u182_s02_iris_ds2-lg-0r_02.bmp,265,309,107
u183_s01_iris_ds2-lg-0l_01.bmp,219,378,112
u183_s01_iris_ds2-lg-0l_02.bmp,272,368,113
u183_s02_iris_ds2-lg-0l_01.bmp,279,352,105
u183_s02_iris_ds2-lg-0l_02.bmp,267,378,110
u183_s01_iris_ds2-lg-0r_01.bmp,233,300,112
u183_s01_iris_ds2-lg-0r_02.bmp,253,350,112
u183_s02_iris_ds2-lg-0r_01.bmp,283,311,108
u183_s02_iris_ds2-lg-0r_02.bmp,317,314,107
u185_s01_iris_ds2-lg-0l_01.bmp,258,372,117
u185_s01_iris_ds2-lg-0l_02.bmp,237,265,117
u185_s02_iris_ds2-lg-0l_01.bmp,246,328,115
u185_s02_iris_ds2-lg-0l_02.bmp,271,287,117
u185_s01_iris_ds2-lg-0r_01.bmp,265,298,108
u185_s01_iris_ds2-lg-0r_02.bmp,260,278,112
u185_s02_iris_ds2-lg-0r_01.bmp,240,317,110
u185_s02_iris_ds2-lg-0r_02.bmp,245,261,108
u186_s01_iris_ds2-lg-0l_01.bmp,247,325,107
u186_s01_iris_ds2-lg-0l_02.bmp,271,322,105
u186_s02_iris_ds2-lg-0l_01.bmp,253,330,105
u186_s02_iris_ds2-lg-0l_02.bmp,256,345,105
u186_s01_iris_ds2-lg-0r_01.bmp,260,296,107
u186_s01_iris_ds2-lg-0r_02.bmp,247,336,107
u186_s02_iris_ds2-lg-0r_01.bmp,296,323,102
u186_s02_iris_ds2-lg-0r_02.bmp,250,350,105
u187_s01_iris_ds2-lg-0l_01.bmp,290,365,115
u187_s01_iris_ds2-lg-0l_02.bmp,281,328,112
u187_s02_iris_ds2-lg-0l_01.bmp,297,347,117
u187_s02_iris_ds2-lg-0l_02.bmp,272,328,113
u187_s01_iris_ds2-lg-0r_01.bmp,282,330,110
u187_s01_iris_ds2-lg-0r_02.bmp,286,317,112
u187_s02_iris_ds2-lg-0r_01.bmp,290,322,112
u187_s02_iris_ds2-lg-0r_02.bmp,320,309,113
u188_s01_iris_ds2-lg-0l_01.bmp,290,345,118
u188_s01_iris_ds2-lg-0l_02.bmp,308,312,120
u188_s02_iris_ds2-lg-0l_01.bmp,280,355,113
u188_s02_iris_ds2-lg-0l_02.bmp,295,347,117
u188_s01_iris_ds2-lg-0r_01.bmp,283,347,113
u188_s01_iris_ds2-lg-0r_02.bmp,278,305,112
u188_s02_iris_ds2-lg-0r_01.bmp,278,301,105
u188_s02_iris_ds2-lg-0r_02.bmp,309,317,107
u189_s01_iris_ds2-lg-0l_01.bmp,248,372,107
u189_s01_iris_ds2-lg-0l_02.bmp,262,380,103
u189_s02_iris_ds2-lg-0l_01.bmp,245,320,107
u189_s02_iris_ds2-lg-0l_02.bmp,295,330,107
u189_s01_iris_ds2-lg-0r_01.bmp,230,346,103
u189_s01_iris_ds2-lg-0r_02.bmp,220,334,105
u189_s02_iris_ds2-lg-0r_01.bmp,238,322,105
u189_s02_iris_ds2-lg-0r_02.bmp,215,334,105
u190_s01_iris_ds2-lg-0l_01.bmp,284,509,113
u190_s01_iris_ds2-lg-0l_02.bmp,293,495,115
u190_s02_iris_ds2-lg-0l_01.bmp,271,404,113
u190_s02_iris_ds2-lg-0l_02.bmp,265,550,107
u190_s01_iris_ds2-lg-0r_01.bmp,248,340,113
u190_s01_iris_ds2-lg-0r_02.bmp,262,288,115
u190_s02_iris_ds2-lg-0r_01.bmp,246,315,107
u190_s02_iris_ds2-lg-0r_02.bmp,305,260,117
u191_s01_iris_ds2-lg-0l_01.bmp,226,332,103
u191_s01_iris_ds2-lg-0l_02.bmp,270,385,103
u191_s02_iris_ds2-lg-0l_01.bmp,229,274,107
u191_s02_iris_ds2-lg-0l_02.bmp,270,332,107
u191_s01_iris_ds2-lg-0r_01.bmp,260,286,105
u191_s01_iris_ds2-lg-0r_02.bmp,221,328,110
u191_s02_iris_ds2-lg-0r_01.bmp,247,305,107
u191_s02_iris_ds2-lg-0r_02.bmp,252,340,110
u193_s01_iris_ds2-lg-0l_01.bmp,235,362,112
u193_s01_iris_ds2-lg-0l_02.bmp,239,353,115
u193_s02_iris_ds2-lg-0l_01.bmp,265,320,118
u193_s02_iris_ds2-lg-0l_02.bmp,228,348,118
u193_s01_iris_ds2-lg-0r_01.bmp,279,225,110
u193_s01_iris_ds2-lg-0r_02.bmp,200,323,110
u193_s02_iris_ds2-lg-0r_01.bmp,243,328,108
u193_s02_iris_ds2-lg-0r_02.bmp,250,251,112
u194_s01_iris_ds2-lg-0l_01.bmp,265,375,113
u194_s01_iris_ds2-lg-0l_02.bmp,317,385,112
u194_s02_iris_ds2-lg-0l_01.bmp,357,343,112
u194_s02_iris_ds2-lg-0l_02.bmp,342,354,112
u194_s01_iris_ds2-lg-0r_01.bmp,202,387,117
u194_s01_iris_ds2-lg-0r_02.bmp,282,371,118
u194_s02_iris_ds2-lg-0r_01.bmp,300,297,112
u194_s02_iris_ds2-lg-0r_02.bmp,363,331,115
u195_s01_iris_ds2-lg-0l_01.bmp,192,340,113
u195_s01_iris_ds2-lg-0l_02.bmp,245,410,113
u195_s02_iris_ds2-lg-0l_01.bmp,242,385,110
u195_s02_iris_ds2-lg-0l_02.bmp,292,371,113
u195_s01_iris_ds2-lg-0r_01.bmp,192,305,107
u195_s01_iris_ds2-lg-0r_02.bmp,240,333,112
u195_s02_iris_ds2-lg-0r_01.bmp,200,312,110
u195_s02_iris_ds2-lg-0r_02.bmp,249,282,110
u196_s01_iris_ds2-lg-0l_01.bmp,217,325,117
u196_s01_iris_ds2-lg-0l_02.bmp,237,333,112
u196_s02_iris_ds2-lg-0l_01.bmp,251,345,118
u196_s02_iris_ds2-lg-0l_02.bmp,225,360,115
u196_s01_iris_ds2-lg-0r_01.bmp,232,310,112
u196_s01_iris_ds2-lg-0r_02.bmp,237,273,110
u196_s02_iris_ds2-lg-0r_01.bmp,225,292,110
u196_s02_iris_ds2-lg-0r_02.bmp,229,288,110
u197_s01_iris_ds2-lg-0l_01.bmp,285,295,103
u197_s01_iris_ds2-lg-0l_02.bmp,256,322,102
u197_s02_iris_ds2-lg-0l_01.bmp,245,315,102
u197_s02_iris_ds2-lg-0l_02.bmp,260,340,102
u197_s01_iris_ds2-lg-0r_01.bmp,293,325,102
u197_s01_iris_ds2-lg-0r_02.bmp,268,335,100
u197_s02_iris_ds2-lg-0r_01.bmp,265,302,102
u197_s02_iris_ds2-lg-0r_02.bmp,265,328,103
u198_s01_iris_ds2-lg-0l_01.bmp,256,325,113
u198_s01_iris_ds2-lg-0l_02.bmp,245,318,112
u198_s02_iris_ds2-lg-0l_01.bmp,262,330,115
u198_s02_iris_ds2-lg-0l_02.bmp,265,379,110
u198_s01_iris_ds2-lg-0r_01.bmp,238,270,110
u198_s01_iris_ds2-lg-0r_02.bmp,245,340,112
u198_s02_iris_ds2-lg-0r_01.bmp,256,262,112
u198_s02_iris_ds2-lg-0r_02.bmp,300,313,112
u199_s01_iris_ds2-lg-0l_01.bmp,304,329,110
u199_s01_iris_ds2-lg-0l_02.bmp,302,327,115
u199_s02_iris_ds2-lg-0l_01.bmp,290,328,110
u199_s02_iris_ds2-lg-0l_02.bmp,273,320,113
u199_s01_iris_ds2-lg-0r_01.bmp,253,285,105
u199_s01_iris_ds2-lg-0r_02.bmp,284,311,107
u199_s02_iris_ds2-lg-0r_01.bmp,305,319,105
u199_s02_iris_ds2-lg-0r_02.bmp,276,290,107
u200_s01_iris_ds2-lg-0l_01.bmp,256,277,113
u200_s01_iris_ds2-lg-0l_02.bmp,302,405,112
u200_s02_iris_ds2-lg-0l_01.bmp,210,332,112
u200_s02_iris_ds2-lg-0l_02.bmp,285,327,113
u200_s01_iris_ds2-lg-0r_01.bmp,347,277,108
u200_s01_iris_ds2-lg-0r_02.bmp,280,357,107
u200_s02_iris_ds2-lg-0r_01.bmp,240,390,108
u200_s02_iris_ds2-lg-0r_02.bmp,230,307,110
u201_s01_iris_ds2-lg-0l_01.bmp,317,319,103
u201_s01_iris_ds2-lg-0l_02.bmp,296,320,105
u201_s02_iris_ds2-lg-0l_01.bmp,267,289,105
u201_s02_iris_ds2-lg-0l_02.bmp,313,294,108
u201_s01_iris_ds2-lg-0r_01.bmp,303,311,107
u201_s01_iris_ds2-lg-0r_02.bmp,283,310,105
u201_s02_iris_ds2-lg-0r_01.bmp,268,290,103
u201_s02_iris_ds2-lg-0r_02.bmp,264,305,107
u202_s01_iris_ds2-lg-0l_01.bmp,195,376,112
u202_s01_iris_ds2-lg-0l_02.bmp,232,386,113
u202_s02_iris_ds2-lg-0l_01.bmp,266,348,110
u202_s02_iris_ds2-lg-0l_02.bmp,274,345,112
u202_s01_iris_ds2-lg-0r_01.bmp,137,291,113
u202_s01_iris_ds2-lg-0r_02.bmp,210,175,112
u202_s02_iris_ds2-lg-0r_01.bmp,248,308,112
u202_s02_iris_ds2-lg-0r_02.bmp,257,252,112
u203_s01_iris_ds2-lg-0l_01.bmp,292,351,117
u203_s01_iris_ds2-lg-0l_02.bmp,312,336,115
u203_s02_iris_ds2-lg-0l_01.bmp,300,305,113
u203_s02_iris_ds2-lg-0l_02.bmp,279,330,113
u203_s01_iris_ds2-lg-0r_01.bmp,241,380,110
u203_s01_iris_ds2-lg-0r_02.bmp,289,357,117
u203_s02_iris_ds2-lg-0r_01.bmp,230,340,112
u203_s02_iris_ds2-lg-0r_02.bmp,257,313,110
u204_s01_iris_ds2-lg-0l_01.bmp,270,365,113
u204_s01_iris_ds2-lg-0l_02.bmp,282,323,115
u204_s02_iris_ds2-lg-0l_01.bmp,281,275,113
u204_s02_iris_ds2-lg-0l_02.bmp,327,315,115
u204_s01_iris_ds2-lg-0r_01.bmp,268,338,110
u204_s01_iris_ds2-lg-0r_02.bmp,264,304,117
u204_s02_iris_ds2-lg-0r_01.bmp,273,328,113
u204_s02_iris_ds2-lg-0r_02.bmp,277,326,108
u205_s01_iris_ds2-lg-0l_01.bmp,254,337,110
u205_s01_iris_ds2-lg-0l_02.bmp,260,363,112
u205_s02_iris_ds2-lg-0l_01.bmp,282,328,110
u205_s02_iris_ds2-lg-0l_02.bmp,292,318,108
u205_s01_iris_ds2-lg-0r_01.bmp,257,335,112
u205_s01_iris_ds2-lg-0r_02.bmp,262,350,105
u205_s02_iris_ds2-lg-0r_01.bmp,274,303,103
u205_s02_iris_ds2-lg-0r_02.bmp,303,336,105
u206_s01_iris_ds2-lg-0l_01.bmp,214,347,113
u206_s01_iris_ds2-lg-0l_02.bmp,205,347,117
u206_s02_iris_ds2-lg-0l_01.bmp,252,345,117
u206_s02_iris_ds2-lg-0l_02.bmp,222,287,117
u206_s01_iris_ds2-lg-0r_01.bmp,233,333,113
u206_s01_iris_ds2-lg-0r_02.bmp,242,327,112
u206_s02_iris_ds2-lg-0r_01.bmp,215,285,115
u206_s02_iris_ds2-lg-0r_02.bmp,272,298,113
u207_s01_iris_ds2-lg-0l_01.bmp,274,337,113
u207_s01_iris_ds2-lg-0l_02.bmp,270,302,112
u207_s02_iris_ds2-lg-0l_01.bmp,267,322,115
u207_s02_iris_ds2-lg-0l_02.bmp,286,329,113
u207_s01_iris_ds2-lg-0r_01.bmp,223,256,108
u207_s01_iris_ds2-lg-0r_02.bmp,230,302,108
u207_s02_iris_ds2-lg-0r_01.bmp,305,322,110
u207_s02_iris_ds2-lg-0r_02.bmp,300,323,108
u208_s01_iris_ds2-lg-0l_01.bmp,237,310,108
u208_s01_iris_ds2-lg-0l_02.bmp,225,287,107
u208_s02_iris_ds2-lg-0l_01.bmp,245,320,110
u208_s02_iris_ds2-lg-0l_02.bmp,233,308,107
u208_s01_iris_ds2-lg-0r_01.bmp,275,315,105
u208_s01_iris_ds2-lg-0r_02.bmp,272,320,108
u208_s02_iris_ds2-lg-0r_01.bmp,248,308,105
u208_s02_iris_ds2-lg-0r_02.bmp,275,305,103
u209_s01_iris_ds2-lg-0l_01.bmp,338,288,110
u209_s01_iris_ds2-lg-0l_02.bmp,242,302,108
u209_s02_iris_ds2-lg-0l_01.bmp,210,275,107
u209_s02_iris_ds2-lg-0l_02.bmp,260,278,110
u209_s01_iris_ds2-lg-0r_01.bmp,298,289,107
u209_s01_iris_ds2-lg-0r_02.bmp,278,310,105
u209_s02_iris_ds2-lg-0r_01.bmp,250,317,107
u209_s02_iris_ds2-lg-0r_02.bmp,241,306,108
u210_s01_iris_ds2-lg-0l_01.bmp,257,314,110
u210_s01_iris_ds2-lg-0l_02.bmp,255,335,107
u210_s02_iris_ds2-lg-0l_01.bmp,243,327,107
u210_s02_iris_ds2-lg-0l_02.bmp,247,324,107
u210_s01_iris_ds2-lg-0r_01.bmp,297,357,103
u210_s01_iris_ds2-lg-0r_02.bmp,260,325,105
u210_s02_iris_ds2-lg-0r_01.bmp,270,357,105
u210_s02_iris_ds2-lg-0r_02.bmp,259,329,105
